date,rating,review
2019-10-19,5,order burning woman without cheese absolutely delicious n't get wrong without cooling effect cheese spice really grows grows worse korean spicy ramen buldakbokeumyon absolutely love spicy hold definitely another level need cheese fool like chai absolutely great well word caution n't like starbuck almond milk wont like almond milk oat milk quite good n't tried coconut milk place really great 10 10
2019-10-12,5,cute chai based cafe serving good drink food fabulous indian themed decor detailed review absolutely loved indian themed decor give hip modern cafe feel food drink served great slightly expensive drink dosas reasonably priced ambience great would definitely recommend sofa seat cushion sit work hour spend leisurely afternoon visit tried rose thandaai bombay dream dosa rose thandaai gently flavored rose drink light delicious pleasant n't overwhelmed sweetness rose essence good balance magic masala chai really great huge chai person really flavorful bombay dream waffle dosa great packed punch flavor green mint date chutney bombay dream waffle dosa fusion classic bombay sandwich savory waffle fyi may find savory dosas like bombay dream pretty spicy mindful portion size great service fab btw serve little heart biscuit chai fyi little heart one iconic indian heart shaped biscuit snack 90 still pretty popular recommendation drink magic masala chai hot rose thandaai cold savory dosas bombay dream burning man
2019-10-09,4,looking authentic desi chai go place tbh went low expectation order ginger chai took 10-15 minute get chai place crowded chai perfect believe big time chai critic extra point decor place really chic next time would love try dosa waffle
2019-10-07,5,place magical best chai tea front tea palace warm inviting beautiful flower decorate entrance walk wonderland chai dream greeted colorful vibrant festive umbrella everyone workshere lovely beyond helpful chai super yummy fullof magical chai dream also come mason jar love thankyou simply chai making chai dream come true
2019-10-06,4,decor soo cute done tastefully contrast still brings pop culture color bombay dream dosa rose chai tea dosa variety looked delicous different bombay dream perfect amount crunch stuffed cucumber mint chutney sweet chutney scallion sev favor great rose tea good wanted chug last thing staff team could improve upon check coupon handful folk dont drink chai coffee vice versa check-in coupon apply toward drink choice solely cappuccino
2019-10-05,2,stopped since n't seen many place serving good chai admit drink good great place however appears run bunch kid especially 1 girl extremely loud constantly screaming pleasant experience sitting constantly faced loud scream behind cashier stop happy bunch kid screaming like world fire
2019-10-05,5,amazing place cute decor tea chai authentic tasting dosa waffle finger licking good
2019-09-29,5,love place ambience cute perfect quick casual lunch favorite bombay dreams-it simply chaat waffle flavor outstanding iced rose chai husband masala chai great would definitely come back recommend spot
2019-09-29,5,amazing place indian chai lover bombay dosa waffle awesome cafe decor cute lively place hoboken
2019-09-28,5,loved flavor chai good option sweet savory dosas decor authentic pretty place become saturday morning tradition roommate
2019-09-24,4,went simply chai around 8:15 thursday morning line able order immediately ordering food ready 10 minute got one sweet beignet one savory burning man waffle good right think personally enjoy sweet breakfast food beignet light healthy amount powdered sugar burning man cheese onion tiny jalapenos gave unexpected enjoyable kick aggressive spicy averse reader overall good experience would return
2019-09-23,5,life name simply chai good atmosphere bring whole fam offer traditional chai hot cold different cushion beverage shake ice cream latte various milk option also sweet savory bite include waffle dosas dosa waffle come different option satisfy craving beverage also find friendly staff clean environment buy chai package overall great sunday afternoon spent chit-chaaaating
2019-09-19,5,loved spot ever open coffee shop want vibe authentic creative clean pleasant homey ordered burning man dosa waffle husband ordered millennial burning man spicy expected amazing iced rose chai legit cold brew limca could better take bar set high item menu genuinely hope quality vibe maintained indian dying see indian food go mainstream genius dosa waffle combo definitely step forward
2019-09-09,5,south indian hearing dosa waffle first never thought regardless concept execution well done indeed nothing give food two thumb picky indian mother loved went saturday morning around 11 wait line order got bombay dream dosa really tasty debated getting without cheese n't like cheese usually decided give try since amul cheese ended loving way ever bombay veggie sandwich exactly get order bombay dream piled high sev chutney good portion food could shared two people starving paired breakfast masala chai truly worth 4 perfectly spiced sweetened bonus side little heart cooky indian snack biscuit
2019-09-08,4,really love authentic taste various chai tea ginger chai cold rainy day perfect drink make feel warm much fan waffle n't enjoy eating processed food ambience service also really great good place study go date
2019-09-07,5,really nice place must chai lover burning man millennial next time gon na try guilty pleasure
2019-09-01,5,place awesome someone total sucker tea competely obsessed chai love place simply chai amazing addition north jersey tea cafe nyc glad cute little place opened atmosphere super cozy welcoming feel free bring book laptop chais decided masala magic favorite ca n't wait come back
2019-08-30,2,love chai course felt inclined check place dosa waffle ok flavor extremely chewy crispy chai taste like pour syrup definitely made house waste 15
2019-08-29,4,kudos authentic indian masala chai dosa waffle indian survive chai best place ever happen u hoboken ambience pretty quite work hang friend
2019-08-28,5,twice good burning man waffle favorite customer service awesome ambiance great personally think savory waffle better sweet one n't much sweet tooth overall great experience every time love taking friend
2019-08-24,5,loved place ordered millennial burning man simple menu delicious taste great service subbed feta cheese millennial amul cheese amazing take bite dipped honey first siracha burning man dosa waffle perfect craving something spicy savory amul cheese make entree ambience adorable employee great customer service decor cute p show yelp page get free cappuccino
2019-08-24,4,really liked ambiance fact spacious masala chai milkshake delicious would order heartbeat 1 star bombay dream dosa waffle wanted love seemed bit somehow maybe unrealistic expectation would taste like actual dosa event cheese really overpowering order big would ask hold took texture flavor could barely finish character really 3 star experience want succeed hope take constructive criticism account need business hoboken like pizza poke chain
2019-08-23,4,stopped today try chai tea coffee service slow ordered chai flight three traditional chai tea almond milk iced latte almond milk got free cappuccino almond milk yelp check-in yay yelp given chai flight cute wire carrying basket tea cup hot magic masala best three light spice taste ginger chai hint ginger taste cardamom chai liked shortbread cooky came yum gave hot latte instead iced whatever n't bother say anything initial wait time fan coffee cappuccino latte acidic liking almond milk may helped tone foam cappuccino delicious though love presentation ambiance place nice cute inside door open fresh air cooling breeze ordered iced rose chai go rose petal taste okay aromatic refreshing
2019-08-20,5,loved place nice bright ambience friendly service freshly made beverage good variety food
2019-08-19,5,amazing find heart hoboken commuter central glad exist growing india tea hand something personal nostalgia exactly better use amazing dosa waffle simple yet extremely creative way present something familiar serve coffee hidden ground coffee roastery already know going great must visit area worth spending 15-20 minute finding parking spot free wifi always great
2019-08-17,5,surprised food amazing n't know expect wow nice new found
2019-08-17,4,got super chai taster simply chai loved chill vibe place menu unique smartly brings together indian flavor american food loved saffron tea rose shake roohafza dosa waffle amazing burning man bombay dream good bombay dream problem much chutney imbalanced flavor would ideal provide chutney side put much want service definitely get little better super excited chai place close home definitely coming
2019-08-17,4,finally got chance come yesterday morning eager try something unique menu ended going iced rose chai oat milk delicious also sampling millennial dosa topped sriracha also loved definitely order next time stop longer however service room improvement woman behind register far interested phone servicing customer empty 2 people seemingly meeting laptop also well last rush hour lack attention definitely off-putting hope address service soon looking forward sampling rest menu
2019-08-13,5,yes love place ordered burning man dosa waffle super spicy hope keep way n't americanize flavor read dull love amul cheese different tandais well also stoked get thumb indian version coke miss taste food give nostalgia india fusion kick also tried flight chai 3 different chais fantastic ca n't wait come back
2019-08-12,5,amazing chai ever service great food drink amazing looking super authentic chai place go dosa waffle yummy love bombay dream waffle happy hoboken unique space close pier definitely come check
2019-08-05,4,went saturday morning place crowded good ambience indian decor wr ordered magic masala chaisaffron chairoyal saffron chai dosa waffle mom favorite burning man saffron chai favorite magic masala chai good big fan royal saffron chai husband liked dosa waffle mom favorite came coconut chutney delicious burning man okay expected burning man spicy service good people nice
2019-08-04,4,nothing simple chai really cool diverse offering rose pistachio cardamom flavor hot iced tried iced little sweet syrupy though never like sweet next time going try hot dosa waffle awesome tried mom favorite come butter coconut chutney guess thought would sweet nope savory fluffy filling perfectly balanced iced chai one note wish music chill space
2019-08-01,3,spent morning ready try new spot friend drove 25 minute first local friend try location went eager give support new chai spot support small community walked pleasantly greeted barista kind helpful order love personaltouches decor festive umbrella reminded u south asian festivity grew expecting warmer welcome owner manager establishment seemed pay much attention new customer first day inquired promotional drip coffee advertised instagram business shocked ask dripcoffee way felt like something wrong cafe setting expect personal touch however felt quite cold flat maybe tray sample something next time would n't crazy expect sort customer service owner manager think touch vital new business especially first day gentleman preparing chai went counter walked passed u went straight computer work feel enough people establishment mingle get sense welcoming perfect time informally gage customer came first opening day order got saffron chai iced masala chai millennial dosa sweet tooth dosa masala chai came piping hot clay mug traditional cute however presentation efficient practical wait cooldown grasp cup without hurting finger saffron chai sweet blend chai hint rose could great someone want subtle tasting chai new age twist sweet tooth came chocolate syrup mix chocolate traditional dosa n't appeal palette probably amount chocolate overwhelming sat wishing cinnamon apple caramel dosa loved concept sweet dosa reach millennial dosa come feta avocado fresh choice honey sriracha side enjoyed dosa thoroughly would definitely come back overall nice spot catch friend enjoy ambiance great someone walking appreciate barista kind service disappointed apathy given u owner manager overseeing today walked overly eager congratulate rave place ended sitting quiet area catching old friend
2019-08-01,5,place amazing brought owner partner hidden ground jc hoboken lucky enough meet see newest location tea chai forward drink menu modern twist indian food staple dosas straight forward crafted coffee come know love conveniently located path great pick quick drink light bite way work home fortunate enough selected one 10 super taster advance grand opening today 8 1 hurry announced insta serving free drip coffee day house tried dosa beignet mama favorite believe called dosa waffle coconut chutney made house hot chai flight waffle super fluffy interesting savory heavy filling time beignet also waffle wondering real question decide food item menu want dosa waffle also privilege trying chai flight-it 3 signature hot chai tea believe made whole milk made super luxe yummy served mini clay pot-like glass brass caddy super cool presentation magic chai absolute favorite almost never drink chai go support newly opened business get magic chai welcome
